heap,suite,tool,gc,subject,arm,status,e2e_s,peak_heap_mb,postgc_live_mb,viols
abundant,oss,valg,serial,ghaffarian-progex,native,PASS,47.234,885,353,4
abundant,oss,valg,serial,ghaffarian-progex,stock,PASS,87.558,3435,2728,4
abundant,oss,valg,serial,googleapis-java-spanner-jdbc,native,PASS,1024.880,1350,867,84
abundant,oss,valg,serial,googleapis-java-spanner-jdbc,stock,PASS,678.265,1860,1423,81
abundant,oss,valg,serial,graphstream-gs-algo,native,PASS,55.027,659,148,14
abundant,oss,valg,serial,graphstream-gs-algo,stock,PASS,42.314,720,223,14
abundant,oss,valg,serial,graphstream-gs-core,native,PASS,61.908,871,337,4
abundant,oss,valg,serial,graphstream-gs-core,stock,PASS,59.530,931,397,4
abundant,oss,valg,serial,hlavki-jlemmagen,native,PASS,72.340,619,125,3
abundant,oss,valg,serial,hlavki-jlemmagen,stock,PASS,121.155,675,189,3
abundant,oss,valg,serial,houbb-sensitive-word,native,PASS,56.838,1799,1406,0
abundant,oss,valg,serial,houbb-sensitive-word,stock,PASS,103.174,2063,1627,0
abundant,oss,valg,serial,huaban-jieba-analysis,native,PASS,41.696,733,199,3
abundant,oss,valg,serial,huaban-jieba-analysis,stock,PASS,110.363,3589,2751,3
abundant,oss,valg,serial,indeedeng-vowpal-wabbit-java,native,PASS,192.769,1907,1423,0
abundant,oss,valg,serial,indeedeng-vowpal-wabbit-java,stock,PASS,251.835,1910,1408,0
abundant,oss,valg,serial,iquadrat-sbb-train-scheduler,native,PASS,109.469,1888,1497,6
abundant,oss,valg,serial,iquadrat-sbb-train-scheduler,stock,PASS,131.572,4406,3424,6
abundant,oss,valg,serial,jahlborn-jackcess,native,PASS,134.083,770,236,39
abundant,oss,valg,serial,jahlborn-jackcess,stock,PASS,178.184,1919,1410,39
abundant,oss,valg,serial,kapoorlabs-kiara,native,PASS,195.803,746,212,1
abundant,oss,valg,serial,kapoorlabs-kiara,stock,PASS,231.548,1354,830,1
abundant,oss,valg,serial,lexburner-consistent-hash-algorithm,native,PASS,27.307,592,58,0
abundant,oss,valg,serial,lexburner-consistent-hash-algorithm,stock,PASS,34.177,595,61,0
abundant,oss,valg,serial,lukfor-pgs-calc,native,PASS,157.004,739,185,7
abundant,oss,valg,serial,lukfor-pgs-calc,stock,PASS,182.133,964,431,7
abundant,oss,valg,serial,mastodon-sc-mastodon,native,PASS,332.989,94986,94875,15
abundant,oss,valg,serial,mastodon-sc-mastodon,stock,PASS,349.621,94985,94933,15
abundant,oss,valg,serial,mocnik-science-geogrid,native,PASS,77.108,7095,5961,0
abundant,oss,valg,serial,mocnik-science-geogrid,stock,PASS,74.312,3297,2771,0
abundant,oss,valg,serial,myui-btree4j,native,PASS,103.747,1886,1376,0
abundant,oss,valg,serial,myui-btree4j,stock,PASS,111.263,1903,1395,0
abundant,oss,valg,serial,palatable-lambda,native,PASS,309.971,710,159,74
abundant,oss,valg,serial,palatable-lambda,stock,FAIL,299.475,1959,1350,72
abundant,oss,valg,serial,palindromicity-simple-syslog,native,PASS,35.026,610,76,1
abundant,oss,valg,serial,palindromicity-simple-syslog,stock,PASS,41.256,1837,1368,1
abundant,oss,valg,serial,renfei-ik-analyzer,native,PASS,44.392,689,155,1
abundant,oss,valg,serial,renfei-ik-analyzer,stock,PASS,113.898,4275,3485,1
abundant,oss,valg,serial,sbesada-java.math.expression.parser,native,PASS,54.608,586,52,0
abundant,oss,valg,serial,sbesada-java.math.expression.parser,stock,PASS,85.358,595,62,0
abundant,oss,valg,serial,simplenlg-simplenlg,native,PASS,79.299,1056,522,3
abundant,oss,valg,serial,simplenlg-simplenlg,stock,PASS,127.583,2095,1733,3
abundant,oss,valg,serial,solita-functional-utils,native,PASS,38.695,614,81,6
abundant,oss,valg,serial,solita-functional-utils,stock,PASS,38.331,620,86,6
abundant,oss,valg,serial,xspec-xspec-maven-plugin-1,native,PASS,317.569,967,438,13
abundant,oss,valg,serial,xspec-xspec-maven-plugin-1,stock,PASS,385.023,2763,2291,13
abundant,oss,valg,serial,ysc-word,native,PASS,346.625,948,445,4
abundant,oss,valg,serial,ysc-word,stock,PASS,485.013,948,425,4
abundant,oss,valg,serial,zhoujianling-PointCloudUtilities,native,PASS,58.888,678,101,4
abundant,oss,valg,serial,zhoujianling-PointCloudUtilities,stock,PASS,57.055,743,143,4
constrained,dacapo,javamop,g1,avrora,native,PASS,47.641,2103,1121,5
constrained,dacapo,javamop,g1,avrora,stock,PASS,85.061,7377,6813,5
constrained,dacapo,javamop,g1,batik,native,PASS,2.668,1953,532,2
constrained,dacapo,javamop,g1,batik,stock,PASS,3.569,1680,1190,2
constrained,dacapo,javamop,g1,biojava,native,TIMEOUT,,1348,764,5
constrained,dacapo,javamop,g1,biojava,stock,TIMEOUT,,1248,232,5
constrained,dacapo,javamop,g1,eclipse,native,PASS,12.877,1329,413,25
constrained,dacapo,javamop,g1,eclipse,stock,PASS,13.151,1401,372,25
constrained,dacapo,javamop,g1,graphchi,native,PASS,30.256,1248,329,1
constrained,dacapo,javamop,g1,graphchi,stock,PASS,30.214,1248,329,1
constrained,dacapo,javamop,g1,h2,native,PASS,6.016,2954,958,0
constrained,dacapo,javamop,g1,h2,stock,PASS,5.760,2363,779,0
constrained,dacapo,javamop,g1,jme,native,PASS,7.104,1246,111,2
constrained,dacapo,javamop,g1,jme,stock,PASS,7.143,1248,121,2
constrained,dacapo,javamop,g1,jython,native,PASS,17.063,3516,1520,13
constrained,dacapo,javamop,g1,jython,stock,PASS,23.446,6198,5066,13
constrained,dacapo,javamop,g1,kafka,native,FAIL,,3870,3614,50
constrained,dacapo,javamop,g1,kafka,stock,FAIL,,8181,8181,40
constrained,dacapo,javamop,g1,luindex,native,PASS,68.231,2501,850,6
constrained,dacapo,javamop,g1,luindex,stock,TIMEOUT,,1595,1215,6
constrained,dacapo,javamop,g1,lusearch,native,PASS,85.137,6395,2537,6
constrained,dacapo,javamop,g1,lusearch,stock,PASS,145.895,8191,8191,6
constrained,dacapo,javamop,g1,pmd,native,FAIL,,4903,2995,18
constrained,dacapo,javamop,g1,pmd,stock,FAIL,,8191,8191,18
constrained,dacapo,javamop,g1,sunflow,native,PASS,17.346,1372,284,0
constrained,dacapo,javamop,g1,sunflow,stock,PASS,19.047,1251,267,0
constrained,dacapo,javamop,g1,tomcat,native,PASS,35.976,4574,1982,51
constrained,dacapo,javamop,g1,tomcat,stock,PASS,41.626,8154,8154,51
constrained,dacapo,javamop,g1,xalan,native,PASS,22.195,1248,533,6
constrained,dacapo,javamop,g1,xalan,stock,PASS,19.778,1249,320,6
constrained,dacapo,javamop,g1,zxing,native,PASS,12.337,1598,624,0
constrained,dacapo,javamop,g1,zxing,stock,PASS,16.096,2589,2171,0
constrained,dacapo,javamop,parallel,avrora,native,PASS,48.472,2830,626,5
constrained,dacapo,javamop,parallel,avrora,stock,PASS,53.891,5386,4748,5
constrained,dacapo,javamop,parallel,batik,native,PASS,2.465,2853,503,2
constrained,dacapo,javamop,parallel,batik,stock,PASS,3.390,2717,1304,2
constrained,dacapo,javamop,parallel,biojava,native,PASS,154.142,2684,169,5
constrained,dacapo,javamop,parallel,biojava,stock,PASS,157.282,2696,470,5
constrained,dacapo,javamop,parallel,eclipse,native,PASS,12.871,2715,260,25
constrained,dacapo,javamop,parallel,eclipse,stock,PASS,12.553,2719,379,25
constrained,dacapo,javamop,parallel,graphchi,native,PASS,27.795,3731,1971,1
constrained,dacapo,javamop,parallel,graphchi,stock,PASS,26.656,3126,1940,1
constrained,dacapo,javamop,parallel,h2,native,PASS,5.384,3339,849,0
constrained,dacapo,javamop,parallel,h2,stock,PASS,5.307,3369,889,0
constrained,dacapo,javamop,parallel,jme,native,PASS,7.098,2689,114,2
constrained,dacapo,javamop,parallel,jme,stock,PASS,7.117,2713,122,2
constrained,dacapo,javamop,parallel,jython,native,PASS,14.509,3554,1289,13
constrained,dacapo,javamop,parallel,jython,stock,PASS,19.783,4255,3577,13
constrained,dacapo,javamop,parallel,kafka,native,FAIL,,3831,1964,49
constrained,dacapo,javamop,parallel,kafka,stock,FAIL,104.605,6444,5398,50
constrained,dacapo,javamop,parallel,luindex,native,PASS,74.907,2586,146,6
constrained,dacapo,javamop,parallel,luindex,stock,TIMEOUT,,2601,908,6
constrained,dacapo,javamop,parallel,lusearch,native,PASS,88.468,3390,869,6
constrained,dacapo,javamop,parallel,lusearch,stock,PASS,126.471,7529,6701,6
constrained,dacapo,javamop,parallel,pmd,native,FAIL,,4504,2240,18
constrained,dacapo,javamop,parallel,pmd,stock,FAIL,,6952,5851,18
constrained,dacapo,javamop,parallel,sunflow,native,PASS,16.186,2601,255,0
constrained,dacapo,javamop,parallel,sunflow,stock,PASS,19.866,2035,650,0
constrained,dacapo,javamop,parallel,tomcat,native,PASS,31.533,3428,807,51
constrained,dacapo,javamop,parallel,tomcat,stock,PASS,37.777,5906,4628,51
constrained,dacapo,javamop,parallel,xalan,native,PASS,20.163,2599,344,6
constrained,dacapo,javamop,parallel,xalan,stock,PASS,18.920,2596,811,6
constrained,dacapo,javamop,parallel,zxing,native,PASS,10.032,2672,158,0
constrained,dacapo,javamop,parallel,zxing,stock,PASS,14.015,2902,1910,0
constrained,dacapo,javamop,serial,avrora,native,PASS,23.167,1145,2980,5
constrained,dacapo,javamop,serial,avrora,stock,PASS,54.645,7292,7484,5
constrained,dacapo,javamop,serial,batik,native,PASS,3.110,875,548,2
constrained,dacapo,javamop,serial,batik,stock,PASS,4.766,1588,1218,2
constrained,dacapo,javamop,serial,biojava,native,PASS,164.778,755,220,5
constrained,dacapo,javamop,serial,biojava,stock,PASS,169.889,829,294,5
constrained,dacapo,javamop,serial,eclipse,native,PASS,11.542,849,343,25
constrained,dacapo,javamop,serial,eclipse,stock,PASS,11.518,863,391,25
constrained,dacapo,javamop,serial,graphchi,native,PASS,13.227,788,254,1
constrained,dacapo,javamop,serial,graphchi,stock,PASS,13.207,788,254,1
constrained,dacapo,javamop,serial,h2,native,PASS,4.566,1523,1058,0
constrained,dacapo,javamop,serial,h2,stock,PASS,4.709,1568,1058,0
constrained,dacapo,javamop,serial,jme,native,PASS,7.119,626,109,2
constrained,dacapo,javamop,serial,jme,stock,PASS,7.175,629,121,2
constrained,dacapo,javamop,serial,jython,native,PASS,15.429,1890,1210,13
constrained,dacapo,javamop,serial,jython,stock,PASS,26.792,6021,4522,13
constrained,dacapo,javamop,serial,kafka,native,FAIL,,2628,1772,48
constrained,dacapo,javamop,serial,kafka,stock,FAIL,,6896,6896,49
constrained,dacapo,javamop,serial,luindex,native,PASS,93.461,663,123,6
constrained,dacapo,javamop,serial,luindex,stock,TIMEOUT,,1899,1515,6
constrained,dacapo,javamop,serial,lusearch,native,TIMEOUT,,1379,836,6
constrained,dacapo,javamop,serial,lusearch,stock,TIMEOUT,,7607,7607,6
constrained,dacapo,javamop,serial,pmd,native,FAIL,,3619,2322,18
constrained,dacapo,javamop,serial,pmd,stock,FAIL,,7813,7813,18
constrained,dacapo,javamop,serial,sunflow,native,PASS,34.563,666,120,0
constrained,dacapo,javamop,serial,sunflow,stock,PASS,40.695,714,167,0
constrained,dacapo,javamop,serial,tomcat,native,PASS,58.349,1386,840,51
constrained,dacapo,javamop,serial,tomcat,stock,PASS,94.302,7489,7489,51
constrained,dacapo,javamop,serial,xalan,native,PASS,37.244,641,95,6
constrained,dacapo,javamop,serial,xalan,stock,PASS,39.027,682,135,6
constrained,dacapo,javamop,serial,zxing,native,PASS,20.771,692,146,0
constrained,dacapo,javamop,serial,zxing,stock,PASS,32.486,2618,2046,0
constrained,dacapo,lazymop,g1,avrora,native,PASS,51.777,2507,967,0
constrained,dacapo,lazymop,g1,avrora,stock,PASS,65.295,6994,5580,0
constrained,dacapo,lazymop,g1,batik,native,PASS,2.751,1882,574,0
constrained,dacapo,lazymop,g1,batik,stock,PASS,3.679,1808,1048,0
constrained,dacapo,lazymop,g1,biojava,native,PASS,90.117,7774,7703,0
constrained,dacapo,lazymop,g1,biojava,stock,PASS,95.413,7773,7616,0
constrained,dacapo,lazymop,g1,eclipse,native,PASS,13.386,1683,752,0
constrained,dacapo,lazymop,g1,eclipse,stock,PASS,13.232,1706,492,0
constrained,dacapo,lazymop,g1,graphchi,native,PASS,7.476,1253,595,0
constrained,dacapo,lazymop,g1,graphchi,stock,PASS,6.597,1252,554,0
constrained,dacapo,lazymop,g1,h2,native,PASS,5.506,5247,2299,0
constrained,dacapo,lazymop,g1,h2,stock,PASS,4.923,4827,3843,0
constrained,dacapo,lazymop,g1,jme,native,PASS,7.109,1252,165,0
constrained,dacapo,lazymop,g1,jme,stock,PASS,7.150,1253,174,0
constrained,dacapo,lazymop,g1,jython,native,PASS,14.335,5797,3411,0
constrained,dacapo,lazymop,g1,jython,stock,PASS,21.278,8124,8124,0
constrained,dacapo,lazymop,g1,kafka,native,FAIL,,8191,8191,0
constrained,dacapo,lazymop,g1,kafka,stock,FAIL,,8191,8191,0
constrained,dacapo,lazymop,g1,luindex,native,ERR,,8191,8191,0
constrained,dacapo,lazymop,g1,luindex,stock,ERR,,8191,8191,0
constrained,dacapo,lazymop,g1,lusearch,native,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,lusearch,stock,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,pmd,native,FAIL,,5885,4566,0
constrained,dacapo,lazymop,g1,pmd,stock,FAIL,1.307,7379,5700,0
constrained,dacapo,lazymop,g1,sunflow,native,PASS,37.528,1326,285,0
constrained,dacapo,lazymop,g1,sunflow,stock,PASS,40.124,1224,256,0
constrained,dacapo,lazymop,g1,tomcat,native,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,tomcat,stock,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,xalan,native,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,xalan,stock,TIMEOUT,,8191,8191,0
constrained,dacapo,lazymop,g1,zxing,native,ERR,,8191,8191,0
constrained,dacapo,lazymop,g1,zxing,stock,ERR,,8191,8191,0
constrained,dacapo,lazymop,parallel,avrora,native,PASS,53.276,2890,416,0
constrained,dacapo,lazymop,parallel,avrora,stock,PASS,39.306,4226,3259,0
constrained,dacapo,lazymop,parallel,batik,native,PASS,2.576,2871,491,0
constrained,dacapo,lazymop,parallel,batik,stock,PASS,3.399,2693,1168,0
constrained,dacapo,lazymop,parallel,biojava,native,PASS,152.559,7401,6637,0
constrained,dacapo,lazymop,parallel,biojava,stock,PASS,159.062,7390,6617,0
constrained,dacapo,lazymop,parallel,eclipse,native,PASS,12.922,2803,386,0
constrained,dacapo,lazymop,parallel,eclipse,stock,PASS,12.474,2693,487,0
constrained,dacapo,lazymop,parallel,graphchi,native,PASS,6.453,2958,336,0
constrained,dacapo,lazymop,parallel,graphchi,stock,PASS,6.248,2902,349,0
constrained,dacapo,lazymop,parallel,h2,native,PASS,5.381,4648,2129,0
constrained,dacapo,lazymop,parallel,h2,stock,PASS,5.277,4663,2265,0
constrained,dacapo,lazymop,parallel,jme,native,PASS,7.138,2686,161,0
constrained,dacapo,lazymop,parallel,jme,stock,PASS,7.165,2706,169,0
constrained,dacapo,lazymop,parallel,jython,native,PASS,13.402,5073,3198,0
constrained,dacapo,lazymop,parallel,jython,stock,PASS,20.238,6481,5475,0
constrained,dacapo,lazymop,parallel,kafka,native,FAIL,,7311,7298,0
constrained,dacapo,lazymop,parallel,kafka,stock,FAIL,,8045,8001,0
constrained,dacapo,lazymop,parallel,luindex,native,ERR,,6812,6659,0
constrained,dacapo,lazymop,parallel,luindex,stock,ERR,,6925,6845,0
constrained,dacapo,lazymop,parallel,lusearch,native,TIMEOUT,,7883,7756,0
constrained,dacapo,lazymop,parallel,lusearch,stock,TIMEOUT,,7535,6457,0
constrained,dacapo,lazymop,parallel,pmd,native,FAIL,2.508,7220,5243,0
constrained,dacapo,lazymop,parallel,pmd,stock,FAIL,,6377,6377,0
constrained,dacapo,lazymop,parallel,sunflow,native,PASS,28.475,2042,460,0
constrained,dacapo,lazymop,parallel,sunflow,stock,PASS,33.174,2043,675,0
constrained,dacapo,lazymop,parallel,tomcat,native,TIMEOUT,,6795,6371,0
constrained,dacapo,lazymop,parallel,tomcat,stock,TIMEOUT,,7104,6371,0
constrained,dacapo,lazymop,parallel,xalan,stock,TIMEOUT,,7045,6940,0
constrained,dacapo,lazymop,parallel,zxing,native,TIMEOUT,9.775,6371,6371,0
constrained,dacapo,lazymop,parallel,zxing,stock,TIMEOUT,258.780,6453,6371,0
constrained,dacapo,lazymop,serial,avrora,native,PASS,20.400,980,460,0
constrained,dacapo,lazymop,serial,avrora,stock,PASS,43.695,7559,7420,0
constrained,dacapo,lazymop,serial,batik,native,PASS,3.209,860,500,0
constrained,dacapo,lazymop,serial,batik,stock,PASS,4.652,1503,1129,0
constrained,dacapo,lazymop,serial,biojava,native,TIMEOUT,,7918,7577,0
constrained,dacapo,lazymop,serial,biojava,stock,TIMEOUT,,7918,7742,0
constrained,dacapo,lazymop,serial,eclipse,native,PASS,11.545,965,470,0
constrained,dacapo,lazymop,serial,eclipse,stock,PASS,11.477,1026,485,0
constrained,dacapo,lazymop,serial,graphchi,native,PASS,8.025,811,278,0
constrained,dacapo,lazymop,serial,graphchi,stock,PASS,8.384,812,278,0
constrained,dacapo,lazymop,serial,h2,native,PASS,7.003,4374,2821,0
constrained,dacapo,lazymop,serial,h2,stock,PASS,7.831,4347,2835,0
constrained,dacapo,lazymop,serial,jme,native,PASS,7.174,693,159,0
constrained,dacapo,lazymop,serial,jme,stock,PASS,7.250,704,174,0
constrained,dacapo,lazymop,serial,jython,native,PASS,13.168,4680,3313,0
constrained,dacapo,lazymop,serial,jython,stock,PASS,39.905,7534,7644,0
constrained,dacapo,lazymop,serial,kafka,native,FAIL,,7918,7918,0
constrained,dacapo,lazymop,serial,kafka,stock,FAIL,,7918,7918,0
constrained,dacapo,lazymop,serial,luindex,native,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,luindex,stock,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,lusearch,native,TIMEOUT,,7918,7917,0
constrained,dacapo,lazymop,serial,lusearch,stock,TIMEOUT,,7918,7762,0
constrained,dacapo,lazymop,serial,pmd,native,FAIL,1.183,7918,,0
constrained,dacapo,lazymop,serial,pmd,stock,FAIL,,7918,,0
constrained,dacapo,lazymop,serial,sunflow,native,PASS,18.067,686,140,0
constrained,dacapo,lazymop,serial,sunflow,stock,PASS,18.024,721,175,0
constrained,dacapo,lazymop,serial,tomcat,native,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,tomcat,stock,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,xalan,native,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,xalan,stock,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,zxing,native,TIMEOUT,,7918,7918,0
constrained,dacapo,lazymop,serial,zxing,stock,TIMEOUT,,7918,7918,0
constrained,dacapo,valg,g1,avrora,native,PASS,37.149,1249,250,5
constrained,dacapo,valg,g1,avrora,stock,PASS,52.498,3856,3024,5
constrained,dacapo,valg,g1,batik,native,PASS,2.788,1756,702,2
constrained,dacapo,valg,g1,batik,stock,PASS,3.582,1947,1208,2
constrained,dacapo,valg,g1,biojava,native,TIMEOUT,,1441,386,5
constrained,dacapo,valg,g1,biojava,stock,TIMEOUT,,1269,358,5
constrained,dacapo,valg,g1,eclipse,native,PASS,13.508,1353,412,24
constrained,dacapo,valg,g1,eclipse,stock,PASS,13.115,1331,418,24
constrained,dacapo,valg,g1,graphchi,native,PASS,31.807,1376,349,1
constrained,dacapo,valg,g1,graphchi,stock,PASS,31.880,1269,353,1
constrained,dacapo,valg,g1,h2,native,PASS,5.397,2454,797,0
constrained,dacapo,valg,g1,h2,stock,PASS,5.433,2341,797,0
constrained,dacapo,valg,g1,jme,native,PASS,7.108,1249,119,2
constrained,dacapo,valg,g1,jme,stock,PASS,7.137,1269,127,2
constrained,dacapo,valg,g1,jython,native,PASS,17.318,3441,914,13
constrained,dacapo,valg,g1,jython,stock,PASS,21.777,3288,2364,13
constrained,dacapo,valg,g1,kafka,native,FAIL,51.037,2772,1086,49
constrained,dacapo,valg,g1,kafka,stock,FAIL,62.896,8191,8191,50
constrained,dacapo,valg,g1,luindex,native,PASS,17.491,1551,375,6
constrained,dacapo,valg,g1,luindex,stock,PASS,21.848,1241,303,6
constrained,dacapo,valg,g1,lusearch,native,PASS,88.901,4324,684,6
constrained,dacapo,valg,g1,lusearch,stock,PASS,116.129,8191,8191,8
constrained,dacapo,valg,g1,pmd,native,FAIL,,6930,4440,19
constrained,dacapo,valg,g1,pmd,stock,FAIL,,8191,8191,18
constrained,dacapo,valg,g1,sunflow,native,PASS,17.323,1221,204,0
constrained,dacapo,valg,g1,sunflow,stock,PASS,18.593,1241,166,0
constrained,dacapo,valg,g1,tomcat,native,PASS,35.438,3716,2750,50
constrained,dacapo,valg,g1,tomcat,stock,PASS,38.573,2675,1619,50
constrained,dacapo,valg,g1,xalan,native,PASS,18.862,1260,260,6
constrained,dacapo,valg,g1,xalan,stock,PASS,18.776,1288,358,6
constrained,dacapo,valg,g1,zxing,native,PASS,9.468,1882,257,0
constrained,dacapo,valg,g1,zxing,stock,PASS,11.082,1240,542,0
constrained,dacapo,valg,parallel,avrora,native,PASS,35.578,2765,130,5
constrained,dacapo,valg,parallel,avrora,stock,PASS,44.018,2701,1544,5
constrained,dacapo,valg,parallel,batik,native,PASS,2.425,2683,533,2
constrained,dacapo,valg,parallel,batik,stock,PASS,3.226,2711,1135,2
constrained,dacapo,valg,parallel,biojava,native,PASS,166.893,2681,394,5
constrained,dacapo,valg,parallel,biojava,stock,TIMEOUT,,2704,784,6
constrained,dacapo,valg,parallel,eclipse,native,PASS,12.663,2697,287,24
constrained,dacapo,valg,parallel,eclipse,stock,PASS,12.906,2714,343,24
constrained,dacapo,valg,parallel,graphchi,native,PASS,27.939,4088,1805,1
constrained,dacapo,valg,parallel,graphchi,stock,PASS,28.354,4013,2101,1
constrained,dacapo,valg,parallel,h2,native,PASS,5.363,3296,852,0
constrained,dacapo,valg,parallel,h2,stock,PASS,5.316,3385,895,0
constrained,dacapo,valg,parallel,jme,native,PASS,7.117,2722,128,2
constrained,dacapo,valg,parallel,jme,stock,PASS,7.132,2718,127,2
constrained,dacapo,valg,parallel,jython,native,PASS,14.997,3267,748,13
constrained,dacapo,valg,parallel,jython,stock,PASS,19.560,4077,2505,13
constrained,dacapo,valg,parallel,kafka,native,FAIL,53.657,3240,779,50
constrained,dacapo,valg,parallel,kafka,stock,FAIL,47.930,4971,4389,49
constrained,dacapo,valg,parallel,luindex,native,PASS,15.917,2585,178,6
constrained,dacapo,valg,parallel,luindex,stock,PASS,13.746,2598,454,6
constrained,dacapo,valg,parallel,lusearch,native,PASS,88.834,2933,262,6
constrained,dacapo,valg,parallel,lusearch,stock,PASS,99.446,7272,5461,6
constrained,dacapo,valg,parallel,pmd,native,FAIL,,7390,4860,20
constrained,dacapo,valg,parallel,pmd,stock,FAIL,,7620,5800,20
constrained,dacapo,valg,parallel,sunflow,native,PASS,19.013,2800,267,0
constrained,dacapo,valg,parallel,sunflow,stock,PASS,18.138,2614,469,0
constrained,dacapo,valg,parallel,tomcat,native,PASS,32.880,4765,2138,50
constrained,dacapo,valg,parallel,tomcat,stock,PASS,37.235,4298,2300,50
constrained,dacapo,valg,parallel,xalan,native,PASS,21.882,2042,367,6
constrained,dacapo,valg,parallel,xalan,stock,PASS,22.250,2609,777,6
constrained,dacapo,valg,parallel,zxing,native,PASS,9.057,2788,221,0
constrained,dacapo,valg,parallel,zxing,stock,PASS,11.208,2662,726,0
constrained,dacapo,valg,serial,avrora,native,PASS,17.352,622,90,6
constrained,dacapo,valg,serial,avrora,stock,PASS,26.631,5638,4281,5
constrained,dacapo,valg,serial,batik,native,PASS,2.677,1012,536,2
constrained,dacapo,valg,serial,batik,stock,PASS,4.542,1603,1251,2
constrained,dacapo,valg,serial,biojava,native,TIMEOUT,,811,277,5
constrained,dacapo,valg,serial,biojava,stock,TIMEOUT,,798,369,5
constrained,dacapo,valg,serial,eclipse,native,PASS,11.496,862,366,24
constrained,dacapo,valg,serial,eclipse,stock,PASS,11.431,873,395,24
constrained,dacapo,valg,serial,graphchi,native,PASS,14.102,799,265,1
constrained,dacapo,valg,serial,graphchi,stock,PASS,14.050,798,264,1
constrained,dacapo,valg,serial,h2,native,PASS,4.706,1589,1084,0
constrained,dacapo,valg,serial,h2,stock,PASS,4.759,1601,1077,0
constrained,dacapo,valg,serial,jme,native,PASS,7.236,637,118,2
constrained,dacapo,valg,serial,jme,stock,PASS,7.186,640,127,2
constrained,dacapo,valg,serial,jython,native,PASS,14.660,1185,651,13
constrained,dacapo,valg,serial,jython,stock,PASS,23.256,2719,2019,13
constrained,dacapo,valg,serial,kafka,native,FAIL,,1276,757,49
constrained,dacapo,valg,serial,kafka,stock,FAIL,,6896,5176,50
constrained,dacapo,valg,serial,luindex,native,PASS,11.279,696,150,6
constrained,dacapo,valg,serial,luindex,stock,PASS,23.521,913,373,6
constrained,dacapo,valg,serial,lusearch,native,TIMEOUT,,730,184,6
constrained,dacapo,valg,serial,lusearch,stock,TIMEOUT,,3944,3063,6
constrained,dacapo,valg,serial,pmd,native,FAIL,,4014,,0
constrained,dacapo,valg,serial,pmd,stock,FAIL,,7720,3293,0
constrained,dacapo,valg,serial,sunflow,native,PASS,36.544,677,131,0
constrained,dacapo,valg,serial,sunflow,stock,PASS,39.501,695,149,0
constrained,dacapo,valg,serial,tomcat,native,PASS,60.760,3424,2139,50
constrained,dacapo,valg,serial,tomcat,stock,PASS,81.293,2164,1585,50
constrained,dacapo,valg,serial,xalan,native,PASS,38.673,691,145,6
constrained,dacapo,valg,serial,xalan,stock,PASS,39.307,712,165,6
constrained,dacapo,valg,serial,zxing,native,PASS,19.152,731,185,0
constrained,dacapo,valg,serial,zxing,stock,PASS,22.868,1275,776,0
constrained,oss,javamop,g1,Antibrumm-jackson-antpathfilter,native,PASS,91.203,4202,1210,0
constrained,oss,javamop,g1,Antibrumm-jackson-antpathfilter,stock,PASS,114.091,7105,6170,0
constrained,oss,javamop,g1,ElectronicChartCentre-java-vector-tile,native,PASS,84.914,3011,2173,13
constrained,oss,javamop,g1,ElectronicChartCentre-java-vector-tile,stock,PASS,105.970,3992,3543,13
constrained,oss,javamop,g1,MezereonXP-AnomalyDetectTool,native,PASS,53.863,2199,1982,0
constrained,oss,javamop,g1,MezereonXP-AnomalyDetectTool,stock,PASS,52.102,2542,2154,0
constrained,oss,javamop,g1,PeterisP-morphology,native,PASS,355.660,8192,8192,2
constrained,oss,javamop,g1,PeterisP-morphology,stock,PASS,405.594,8192,8192,2
constrained,oss,javamop,g1,StarlangSoftware-TurkishPropBank,native,PASS,33.633,3206,2342,0
constrained,oss,javamop,g1,StarlangSoftware-TurkishPropBank,stock,PASS,49.558,8189,8189,0
constrained,oss,javamop,g1,StarlangSoftware-TurkishSentiNet,native,PASS,43.642,3331,2879,0
constrained,oss,javamop,g1,StarlangSoftware-TurkishSentiNet,stock,PASS,69.037,8191,8191,0
constrained,oss,javamop,g1,StarlangSoftware-TurkishWordNet,native,PASS,1077.081,7470,5466,0
constrained,oss,javamop,g1,StarlangSoftware-TurkishWordNet,stock,PASS,1753.722,8192,8192,0
constrained,oss,javamop,g1,Sweetiee-yi-Jaba,native,PASS,108.636,5317,5133,2
constrained,oss,javamop,g1,Sweetiee-yi-Jaba,stock,FAIL,106.520,8191,8191,2
constrained,oss,javamop,g1,addthis-stream-lib,native,PASS,1680.301,2401,1321,15
