heap,suite,tool,gc,subject,arm,status,e2e_s,peak_heap_mb,postgc_live_mb,viols
abundant,oss,lazymop,g1,getodk-javarosa,native,PASS,78.678,3371,2250,451
abundant,oss,lazymop,g1,getodk-javarosa,stock,PASS,95.007,4890,3866,451
abundant,oss,lazymop,g1,ghaffarian-progex,native,PASS,77.658,11022,6666,64
abundant,oss,lazymop,g1,ghaffarian-progex,stock,PASS,95.734,13468,12300,64
abundant,oss,lazymop,g1,googleapis-java-spanner-jdbc,stock,FAIL,231.950,98293,48033,0
abundant,oss,lazymop,g1,graphstream-gs-core,native,PASS,64.598,6547,4612,148
abundant,oss,lazymop,g1,graphstream-gs-core,stock,PASS,64.267,8448,5491,148
abundant,oss,lazymop,g1,hlavki-jlemmagen,native,PASS,17.812,1987,625,1814
abundant,oss,lazymop,g1,hlavki-jlemmagen,stock,PASS,14.947,1929,514,1814
abundant,oss,lazymop,g1,houbb-sensitive-word,native,PASS,85.257,6117,3477,2
abundant,oss,lazymop,g1,houbb-sensitive-word,stock,PASS,124.052,19672,18392,2
abundant,oss,lazymop,g1,huaban-jieba-analysis,native,PASS,73.115,9492,3781,471
abundant,oss,lazymop,g1,huaban-jieba-analysis,stock,PASS,93.610,23004,21020,471
abundant,oss,lazymop,g1,indeedeng-vowpal-wabbit-java,native,PASS,408.477,37604,25036,0
abundant,oss,lazymop,g1,iquadrat-sbb-train-scheduler,native,PASS,119.405,28260,6086,56
abundant,oss,lazymop,g1,iquadrat-sbb-train-scheduler,stock,PASS,120.601,16794,13306,56
abundant,oss,lazymop,g1,jahlborn-jackcess,native,PASS,283.473,67339,58174,7518
abundant,oss,lazymop,g1,jahlborn-jackcess,stock,PASS,280.377,47495,38570,10321
abundant,oss,lazymop,g1,kapoorlabs-kiara,native,FAIL,322.292,75098,74255,202
abundant,oss,lazymop,g1,kapoorlabs-kiara,stock,FAIL,363.142,80197,42339,202
abundant,oss,lazymop,g1,lexburner-consistent-hash-algorithm,native,PASS,56.676,5239,3338,2
abundant,oss,lazymop,g1,lexburner-consistent-hash-algorithm,stock,PASS,92.701,15392,13504,2
abundant,oss,lazymop,g1,lukfor-pgs-calc,native,FAIL,208.123,42178,35145,1351
abundant,oss,lazymop,g1,lukfor-pgs-calc,stock,FAIL,226.886,39710,41010,1357
abundant,oss,lazymop,g1,mastodon-sc-mastodon,native,FAIL,186.440,98210,18693,0
abundant,oss,lazymop,g1,mastodon-sc-mastodon,stock,FAIL,187.160,98259,27237,0
abundant,oss,lazymop,g1,mocnik-science-geogrid,native,PASS,73.415,13666,10753,0
abundant,oss,lazymop,g1,mocnik-science-geogrid,stock,PASS,75.414,13805,13729,0
abundant,oss,lazymop,g1,myui-btree4j,native,PASS,133.174,11424,2758,0
abundant,oss,lazymop,g1,myui-btree4j,stock,PASS,131.964,5039,2156,0
abundant,oss,lazymop,g1,palatable-lambda,native,PASS,334.876,52334,21248,314
abundant,oss,lazymop,g1,palatable-lambda,stock,PASS,403.165,50350,21977,314
abundant,oss,lazymop,g1,palindromicity-simple-syslog,native,PASS,36.152,3128,1846,11
abundant,oss,lazymop,g1,palindromicity-simple-syslog,stock,PASS,44.778,5082,4645,11
abundant,oss,lazymop,g1,renfei-ik-analyzer,native,PASS,67.188,7913,3785,7
abundant,oss,lazymop,g1,renfei-ik-analyzer,stock,PASS,98.658,21440,19616,7
abundant,oss,lazymop,g1,sbesada-java.math.expression.parser,native,PASS,239.633,21776,11792,0
abundant,oss,lazymop,g1,sbesada-java.math.expression.parser,stock,PASS,417.230,72912,70048,0
abundant,oss,lazymop,g1,simplenlg-simplenlg,native,PASS,90.090,12556,3532,728
abundant,oss,lazymop,g1,simplenlg-simplenlg,stock,PASS,107.135,22708,8845,728
abundant,oss,lazymop,g1,solita-functional-utils,native,PASS,37.075,4735,2081,23
abundant,oss,lazymop,g1,solita-functional-utils,stock,PASS,39.943,4386,2252,23
abundant,oss,lazymop,g1,xspec-xspec-maven-plugin-1,native,PASS,304.298,52816,9230,2413
abundant,oss,lazymop,g1,xspec-xspec-maven-plugin-1,stock,PASS,322.431,58405,30631,2418
abundant,oss,lazymop,g1,ysc-word,native,PASS,422.435,14162,2717,85
abundant,oss,lazymop,g1,ysc-word,stock,PASS,565.916,8440,3045,85
abundant,oss,lazymop,g1,zhoujianling-PointCloudUtilities,native,PASS,90.985,33511,15788,252
abundant,oss,lazymop,g1,zhoujianling-PointCloudUtilities,stock,PASS,88.852,23519,10250,252
abundant,oss,lazymop,parallel,Antibrumm-jackson-antpathfilter,native,PASS,43.059,4056,866,54
abundant,oss,lazymop,parallel,Antibrumm-jackson-antpathfilter,stock,PASS,48.932,8847,7723,55
abundant,oss,lazymop,parallel,ElectronicChartCentre-java-vector-tile,native,FAIL,433.911,76458,82559,0
abundant,oss,lazymop,parallel,ElectronicChartCentre-java-vector-tile,stock,FAIL,463.910,79996,85370,0
abundant,oss,lazymop,parallel,MezereonXP-AnomalyDetectTool,native,PASS,74.720,12746,6549,1
abundant,oss,lazymop,parallel,MezereonXP-AnomalyDetectTool,stock,PASS,75.260,13104,6823,1
abundant,oss,lazymop,parallel,PeterisP-morphology,native,PASS,301.348,25423,9650,24128
abundant,oss,lazymop,parallel,PeterisP-morphology,stock,PASS,401.823,43795,34064,24128
abundant,oss,lazymop,parallel,StarlangSoftware-TurkishPropBank,native,PASS,35.738,8420,904,0
abundant,oss,lazymop,parallel,StarlangSoftware-TurkishPropBank,stock,PASS,59.371,14653,12548,0
abundant,oss,lazymop,parallel,StarlangSoftware-TurkishSentiNet,native,PASS,48.692,8513,1497,1
abundant,oss,lazymop,parallel,StarlangSoftware-TurkishSentiNet,stock,PASS,73.951,19689,15519,1
abundant,oss,lazymop,parallel,StarlangSoftware-TurkishWordNet,stock,FAIL,629.566,93215,67141,0
abundant,oss,lazymop,parallel,Sweetiee-yi-Jaba,native,PASS,79.464,10658,3857,315
abundant,oss,lazymop,parallel,Sweetiee-yi-Jaba,stock,PASS,105.441,21393,18523,315
abundant,oss,lazymop,parallel,addthis-stream-lib,native,FAIL,463.879,82430,80773,0
abundant,oss,lazymop,parallel,addthis-stream-lib,stock,FAIL,463.926,81808,84823,0
abundant,oss,lazymop,parallel,agarciadom-xeger,native,PASS,33.858,7532,390,1
abundant,oss,lazymop,parallel,agarciadom-xeger,stock,PASS,41.976,7826,5573,1
abundant,oss,lazymop,parallel,albfernandez-javadbf,native,PASS,45.684,2042,112,11
abundant,oss,lazymop,parallel,albfernandez-javadbf,stock,PASS,45.344,2042,113,11
abundant,oss,lazymop,parallel,almondtools-stringsearchalgorithms,native,PASS,194.440,27487,10244,145
abundant,oss,lazymop,parallel,almondtools-stringsearchalgorithms,stock,PASS,218.573,31911,20860,145
abundant,oss,lazymop,parallel,almson-almson-refcount,native,PASS,21.062,4056,162,0
abundant,oss,lazymop,parallel,almson-almson-refcount,stock,PASS,21.940,4526,2413,0
abundant,oss,lazymop,parallel,apache-commons-imaging,native,PASS,168.856,11382,2910,2165
abundant,oss,lazymop,parallel,apache-commons-imaging,stock,PASS,192.564,11164,7112,2165
abundant,oss,lazymop,parallel,attoparser-attoparser,native,PASS,346.445,48020,1162,2
abundant,oss,lazymop,parallel,attoparser-attoparser,stock,PASS,479.086,77263,25936,2
abundant,oss,lazymop,parallel,awslabs-route53-infima,native,PASS,21.547,4065,330,455
abundant,oss,lazymop,parallel,awslabs-route53-infima,stock,PASS,29.876,6794,5012,488
abundant,oss,lazymop,parallel,bkatwal-kafka-util,native,PASS,241.819,14698,9375,22514
abundant,oss,lazymop,parallel,bkatwal-kafka-util,stock,PASS,241.121,9358,4177,22224
abundant,oss,lazymop,parallel,chocoteam-choco-graph,native,FAIL,253.736,84905,90230,0
abundant,oss,lazymop,parallel,chocoteam-choco-graph,stock,FAIL,223.728,76458,92848,0
abundant,oss,lazymop,parallel,cocolian-cocolian-nlp,native,PASS,73.668,14453,2553,18582
abundant,oss,lazymop,parallel,cocolian-cocolian-nlp,stock,PASS,101.501,28774,17170,18694
abundant,oss,lazymop,parallel,codelion-gramtest,native,PASS,63.741,5273,882,1
abundant,oss,lazymop,parallel,codelion-gramtest,stock,PASS,91.703,15027,11265,1
abundant,oss,lazymop,parallel,confluentinc-kafka-connect-datagen,native,PASS,76.841,6220,2677,5257
abundant,oss,lazymop,parallel,confluentinc-kafka-connect-datagen,stock,PASS,85.136,9936,6814,11484
abundant,oss,lazymop,parallel,conveyal-osm-lib,native,PASS,91.928,21864,12256,59
abundant,oss,lazymop,parallel,conveyal-osm-lib,stock,PASS,100.989,22888,15269,62
abundant,oss,lazymop,parallel,cowtowncoder-java-uuid-generator,native,PASS,49.068,13677,6731,0
abundant,oss,lazymop,parallel,cowtowncoder-java-uuid-generator,stock,PASS,52.262,15645,8740,0
abundant,oss,lazymop,parallel,danieldk-dictomaton,native,PASS,100.061,12923,1411,427
abundant,oss,lazymop,parallel,danieldk-dictomaton,stock,PASS,150.643,38904,31462,427
abundant,oss,lazymop,parallel,davidmoten-bplustree,native,PASS,115.794,6723,917,19
abundant,oss,lazymop,parallel,davidmoten-bplustree,stock,PASS,145.431,13830,11304,19
abundant,oss,lazymop,parallel,davidmoten-rtree,native,PASS,139.084,7628,1144,27
abundant,oss,lazymop,parallel,davidmoten-rtree,stock,PASS,176.029,19188,14462,27
abundant,oss,lazymop,parallel,davidmoten-rtree-multi,native,PASS,102.598,5425,1548,17
abundant,oss,lazymop,parallel,davidmoten-rtree-multi,stock,PASS,124.826,14931,12137,17
abundant,oss,lazymop,parallel,davidmoten-rtree2,native,PASS,92.618,4050,980,15
abundant,oss,lazymop,parallel,davidmoten-rtree2,stock,PASS,113.665,10700,9424,15
abundant,oss,lazymop,parallel,eightbitjim-cassette-nibbler,native,PASS,268.720,74137,44124,2
abundant,oss,lazymop,parallel,eightbitjim-cassette-nibbler,stock,PASS,355.325,76068,59127,2
abundant,oss,lazymop,parallel,flipkart-incubator-databuilderframework,native,PASS,161.008,6814,1628,124
abundant,oss,lazymop,parallel,flipkart-incubator-databuilderframework,stock,PASS,231.589,26673,22849,124
abundant,oss,lazymop,parallel,fraunhoferfokus-Fuzzino,native,PASS,227.646,10289,1281,372
abundant,oss,lazymop,parallel,fraunhoferfokus-Fuzzino,stock,PASS,286.714,7339,1433,372
abundant,oss,lazymop,parallel,fusion-jena-JaroWinklerSimilarity,native,PASS,280.583,22048,4298,38
abundant,oss,lazymop,parallel,fusion-jena-JaroWinklerSimilarity,stock,PASS,346.739,29335,19486,38
abundant,oss,lazymop,parallel,gchq-synthetic-data-generator,native,FAIL,133.585,75360,96365,0
abundant,oss,lazymop,parallel,gchq-synthetic-data-generator,stock,FAIL,403.921,79019,86113,0
abundant,oss,lazymop,parallel,getodk-javarosa,native,PASS,72.663,4045,542,451
abundant,oss,lazymop,parallel,getodk-javarosa,stock,PASS,86.612,6324,5141,451
abundant,oss,lazymop,parallel,ghaffarian-progex,native,PASS,63.982,9805,3633,64
abundant,oss,lazymop,parallel,ghaffarian-progex,stock,PASS,83.550,14674,10738,64
abundant,oss,lazymop,parallel,googleapis-java-spanner-jdbc,native,FAIL,388.835,82844,74916,0
abundant,oss,lazymop,parallel,googleapis-java-spanner-jdbc,stock,FAIL,388.644,73904,85765,0
abundant,oss,lazymop,parallel,graphstream-gs-algo,native,FAIL,148.711,76889,74085,0
abundant,oss,lazymop,parallel,graphstream-gs-algo,stock,FAIL,133.736,76458,83240,0
abundant,oss,lazymop,parallel,graphstream-gs-core,native,PASS,57.815,9022,3293,148
abundant,oss,lazymop,parallel,graphstream-gs-core,stock,PASS,61.201,10947,3442,148
abundant,oss,lazymop,parallel,hlavki-jlemmagen,native,PASS,17.111,4044,315,1814
abundant,oss,lazymop,parallel,hlavki-jlemmagen,stock,PASS,16.799,4044,631,1814
abundant,oss,lazymop,parallel,houbb-sensitive-word,native,PASS,91.101,10814,1190,2
abundant,oss,lazymop,parallel,houbb-sensitive-word,stock,PASS,111.568,22495,16858,2
abundant,oss,lazymop,parallel,huaban-jieba-analysis,native,PASS,63.143,9078,1834,464
abundant,oss,lazymop,parallel,huaban-jieba-analysis,stock,PASS,86.232,20313,16616,471
abundant,oss,lazymop,parallel,indeedeng-vowpal-wabbit-java,native,PASS,364.628,47447,13881,0
abundant,oss,lazymop,parallel,indeedeng-vowpal-wabbit-java,stock,PASS,495.733,77511,53054,0
abundant,oss,lazymop,parallel,iquadrat-sbb-train-scheduler,native,PASS,94.475,9577,2823,56
abundant,oss,lazymop,parallel,iquadrat-sbb-train-scheduler,stock,PASS,116.878,15860,10572,59
abundant,oss,lazymop,parallel,jahlborn-jackcess,native,PASS,226.141,75517,58310,7518
abundant,oss,lazymop,parallel,jahlborn-jackcess,stock,PASS,251.769,62829,48509,9630
abundant,oss,lazymop,parallel,lexburner-consistent-hash-algorithm,native,PASS,55.904,6480,932,2
abundant,oss,lazymop,parallel,lexburner-consistent-hash-algorithm,stock,PASS,77.071,16512,12048,2
abundant,oss,lazymop,parallel,lukfor-pgs-calc,native,PASS,214.526,43417,31085,1351
abundant,oss,lazymop,parallel,lukfor-pgs-calc,stock,PASS,241.410,49909,37296,1371
abundant,oss,lazymop,parallel,mocnik-science-geogrid,native,PASS,61.003,14630,9228,0
abundant,oss,lazymop,parallel,mocnik-science-geogrid,stock,PASS,65.591,14715,11876,0
abundant,oss,lazymop,parallel,myui-btree4j,native,PASS,117.696,16094,1943,0
abundant,oss,lazymop,parallel,myui-btree4j,stock,PASS,134.938,20519,8044,0
abundant,oss,lazymop,parallel,palatable-lambda,native,PASS,299.934,46389,16531,314
abundant,oss,lazymop,parallel,palatable-lambda,stock,PASS,330.772,46594,17582,314
abundant,oss,lazymop,parallel,palindromicity-simple-syslog,native,PASS,32.701,5359,373,11
abundant,oss,lazymop,parallel,palindromicity-simple-syslog,stock,PASS,40.675,8571,4619,11
abundant,oss,lazymop,parallel,renfei-ik-analyzer,native,PASS,61.135,9309,2096,7
abundant,oss,lazymop,parallel,renfei-ik-analyzer,stock,PASS,89.611,24466,20576,7
abundant,oss,lazymop,parallel,sbesada-java.math.expression.parser,native,PASS,219.846,30867,5821,0
abundant,oss,lazymop,parallel,sbesada-java.math.expression.parser,stock,PASS,320.126,61544,47118,0
abundant,oss,lazymop,parallel,simplenlg-simplenlg,native,FAIL,72.431,14310,515,716
abundant,oss,lazymop,parallel,simplenlg-simplenlg,stock,FAIL,90.334,22376,11166,716
abundant,oss,lazymop,parallel,solita-functional-utils,native,PASS,37.882,6007,2219,23
abundant,oss,lazymop,parallel,solita-functional-utils,stock,PASS,36.764,6007,2255,23
abundant,oss,lazymop,parallel,xspec-xspec-maven-plugin-1,native,PASS,256.972,22581,7834,2413
abundant,oss,lazymop,parallel,xspec-xspec-maven-plugin-1,stock,PASS,292.870,28095,24798,2413
abundant,oss,lazymop,parallel,ysc-word,native,PASS,358.947,10992,2212,85
abundant,oss,lazymop,parallel,ysc-word,stock,PASS,495.574,9867,2974,85
abundant,oss,lazymop,parallel,zhoujianling-PointCloudUtilities,native,PASS,84.364,32736,13470,256
abundant,oss,lazymop,parallel,zhoujianling-PointCloudUtilities,stock,PASS,92.986,36226,12710,254
abundant,oss,lazymop,serial,Antibrumm-jackson-antpathfilter,native,PASS,48.492,1238,824,54
abundant,oss,lazymop,serial,Antibrumm-jackson-antpathfilter,stock,PASS,83.431,3336,2630,57
abundant,oss,lazymop,serial,ElectronicChartCentre-java-vector-tile,native,FAIL,337.468,79207,77792,0
abundant,oss,lazymop,serial,ElectronicChartCentre-java-vector-tile,stock,FAIL,315.042,74480,73138,0
abundant,oss,lazymop,serial,MezereonXP-AnomalyDetectTool,native,PASS,78.078,10058,7141,1
abundant,oss,lazymop,serial,MezereonXP-AnomalyDetectTool,stock,PASS,80.132,9372,6542,1
abundant,oss,lazymop,serial,PeterisP-morphology,native,PASS,371.055,14988,9192,24128
abundant,oss,lazymop,serial,PeterisP-morphology,stock,PASS,631.252,26646,16544,23823
abundant,oss,lazymop,serial,StarlangSoftware-TurkishPropBank,native,PASS,36.192,1412,878,0
abundant,oss,lazymop,serial,StarlangSoftware-TurkishPropBank,stock,PASS,87.635,4403,3585,0
abundant,oss,lazymop,serial,StarlangSoftware-TurkishSentiNet,native,PASS,44.074,1701,1185,1
abundant,oss,lazymop,serial,StarlangSoftware-TurkishSentiNet,stock,PASS,111.677,5326,4730,1
abundant,oss,lazymop,serial,StarlangSoftware-TurkishWordNet,native,PASS,1203.765,9657,6938,14
abundant,oss,lazymop,serial,StarlangSoftware-TurkishWordNet,stock,PASS,2901.988,62185,50853,14
abundant,oss,lazymop,serial,Sweetiee-yi-Jaba,native,PASS,99.050,5600,3848,315
abundant,oss,lazymop,serial,Sweetiee-yi-Jaba,stock,PASS,217.286,17079,13730,315
abundant,oss,lazymop,serial,addthis-stream-lib,native,FAIL,1319.218,95027,78644,0
abundant,oss,lazymop,serial,addthis-stream-lib,stock,FAIL,1694.578,95027,71273,0
abundant,oss,lazymop,serial,agarciadom-xeger,native,PASS,32.250,633,99,1
abundant,oss,lazymop,serial,agarciadom-xeger,stock,PASS,62.727,2898,2408,1
abundant,oss,lazymop,serial,albfernandez-javadbf,native,PASS,47.330,642,108,11
abundant,oss,lazymop,serial,albfernandez-javadbf,stock,PASS,45.698,643,109,11
abundant,oss,lazymop,serial,almondtools-stringsearchalgorithms,native,PASS,239.379,16792,10683,145
abundant,oss,lazymop,serial,almondtools-stringsearchalgorithms,stock,PASS,410.282,34789,24105,145
abundant,oss,lazymop,serial,almson-almson-refcount,native,PASS,20.970,607,73,0
abundant,oss,lazymop,serial,almson-almson-refcount,stock,PASS,22.551,776,255,0
abundant,oss,lazymop,serial,apache-commons-imaging,native,PASS,181.479,4761,2938,2165
abundant,oss,lazymop,serial,apache-commons-imaging,stock,PASS,264.179,10629,8315,2165
abundant,oss,lazymop,serial,attoparser-attoparser,native,PASS,310.962,646,112,2
abundant,oss,lazymop,serial,attoparser-attoparser,stock,PASS,604.937,1930,1501,2
abundant,oss,lazymop,serial,awslabs-route53-infima,native,PASS,20.999,669,135,478
abundant,oss,lazymop,serial,awslabs-route53-infima,stock,PASS,52.222,3244,2851,477
abundant,oss,lazymop,serial,bkatwal-kafka-util,native,PASS,286.723,11358,7020,20425
abundant,oss,lazymop,serial,bkatwal-kafka-util,stock,PASS,260.513,2824,1764,22099
abundant,oss,lazymop,serial,chocoteam-choco-graph,native,FAIL,1514.343,95027,65260,0
abundant,oss,lazymop,serial,chocoteam-choco-graph,stock,FAIL,1649.476,95027,76120,0
abundant,oss,lazymop,serial,cocolian-cocolian-nlp,native,PASS,100.885,3409,2672,18598
abundant,oss,lazymop,serial,cocolian-cocolian-nlp,stock,PASS,185.669,9815,7958,23863
abundant,oss,lazymop,serial,codelion-gramtest,native,PASS,65.245,936,402,1
abundant,oss,lazymop,serial,codelion-gramtest,stock,PASS,137.777,5053,4083,1
abundant,oss,lazymop,serial,confluentinc-kafka-connect-datagen,native,PASS,96.560,4223,2593,5231
abundant,oss,lazymop,serial,confluentinc-kafka-connect-datagen,stock,PASS,126.441,5794,3555,29773
abundant,oss,lazymop,serial,conveyal-osm-lib,native,PASS,134.590,19342,12206,59
abundant,oss,lazymop,serial,conveyal-osm-lib,stock,PASS,166.470,25493,16176,62
abundant,oss,lazymop,serial,cowtowncoder-java-uuid-generator,native,PASS,50.548,9203,6547,0
abundant,oss,lazymop,serial,cowtowncoder-java-uuid-generator,stock,PASS,75.892,13519,9327,0
abundant,oss,lazymop,serial,danieldk-dictomaton,native,PASS,102.103,1902,1234,427
abundant,oss,lazymop,serial,danieldk-dictomaton,stock,PASS,323.984,11752,10191,427
abundant,oss,lazymop,serial,davidmoten-bplustree,native,PASS,127.465,1916,1397,19
abundant,oss,lazymop,serial,davidmoten-bplustree,stock,PASS,191.091,4228,3663,19
abundant,oss,lazymop,serial,davidmoten-rtree,native,PASS,154.758,1086,552,27
abundant,oss,lazymop,serial,davidmoten-rtree,stock,PASS,286.330,7709,6804,27
abundant,oss,lazymop,serial,davidmoten-rtree-multi,native,PASS,116.802,2188,1359,17
abundant,oss,lazymop,serial,davidmoten-rtree-multi,stock,PASS,194.165,7152,6360,17
abundant,oss,lazymop,serial,davidmoten-rtree2,native,PASS,101.404,1240,706,15
abundant,oss,lazymop,serial,davidmoten-rtree2,stock,PASS,174.290,5754,5135,15
abundant,oss,lazymop,serial,eightbitjim-cassette-nibbler,native,PASS,557.355,73471,45059,2
abundant,oss,lazymop,serial,eightbitjim-cassette-nibbler,stock,PASS,549.557,31978,22157,2
abundant,oss,lazymop,serial,f4b6a3-uuid-creator,native,PASS,40.184,855,321,0
abundant,oss,lazymop,serial,f4b6a3-uuid-creator,stock,PASS,41.276,844,321,0
abundant,oss,lazymop,serial,flipkart-incubator-databuilderframework,native,PASS,169.375,1803,1281,124
abundant,oss,lazymop,serial,flipkart-incubator-databuilderframework,stock,PASS,341.897,8899,7841,124
abundant,oss,lazymop,serial,fraunhoferfokus-Fuzzino,native,PASS,178.761,2254,1492,372
abundant,oss,lazymop,serial,fraunhoferfokus-Fuzzino,stock,PASS,187.394,2357,1502,372
abundant,oss,lazymop,serial,fusion-jena-JaroWinklerSimilarity,native,PASS,292.094,5866,3821,38
abundant,oss,lazymop,serial,fusion-jena-JaroWinklerSimilarity,stock,PASS,552.151,18188,14237,38
abundant,oss,lazymop,serial,gchq-synthetic-data-generator,native,FAIL,1619.422,95027,75002,0
abundant,oss,lazymop,serial,gchq-synthetic-data-generator,stock,FAIL,1544.389,95027,82592,0
abundant,oss,lazymop,serial,getodk-javarosa,native,PASS,85.034,1000,472,451
abundant,oss,lazymop,serial,getodk-javarosa,stock,PASS,118.027,3124,2266,451
abundant,oss,lazymop,serial,ghaffarian-progex,native,PASS,96.006,5886,3808,64
abundant,oss,lazymop,serial,ghaffarian-progex,stock,PASS,167.345,13277,9637,64
abundant,oss,lazymop,serial,googleapis-java-spanner-jdbc,native,FAIL,1499.433,95027,71051,0
abundant,oss,lazymop,serial,googleapis-java-spanner-jdbc,stock,FAIL,1424.448,95027,81616,0
abundant,oss,lazymop,serial,graphstream-gs-algo,native,FAIL,2610.420,95027,67619,0
abundant,oss,lazymop,serial,graphstream-gs-algo,stock,FAIL,2370.137,95027,62159,0
abundant,oss,lazymop,serial,graphstream-gs-core,native,PASS,62.932,4950,3474,148
abundant,oss,lazymop,serial,graphstream-gs-core,stock,PASS,69.555,6433,4327,148
abundant,oss,lazymop,serial,hlavki-jlemmagen,native,PASS,17.456,856,365,1814
abundant,oss,lazymop,serial,hlavki-jlemmagen,stock,PASS,18.322,1174,641,1814
abundant,oss,lazymop,serial,houbb-sensitive-word,native,PASS,89.816,1926,1521,2
abundant,oss,lazymop,serial,houbb-sensitive-word,stock,PASS,188.128,5762,4800,2
abundant,oss,lazymop,serial,huaban-jieba-analysis,native,PASS,68.070,3041,1947,471
abundant,oss,lazymop,serial,huaban-jieba-analysis,stock,PASS,165.561,11703,9785,471
abundant,oss,lazymop,serial,indeedeng-vowpal-wabbit-java,native,PASS,422.278,20516,13283,0
abundant,oss,lazymop,serial,indeedeng-vowpal-wabbit-java,stock,PASS,844.124,47393,37125,0
abundant,oss,lazymop,serial,iquadrat-sbb-train-scheduler,native,PASS,120.736,3317,2468,59
abundant,oss,lazymop,serial,iquadrat-sbb-train-scheduler,stock,PASS,191.388,10087,7772,59
abundant,oss,lazymop,serial,jahlborn-jackcess,native,PASS,680.043,82849,57271,7518
abundant,oss,lazymop,serial,jahlborn-jackcess,stock,PASS,623.580,71494,44258,9982
abundant,oss,lazymop,serial,kapoorlabs-kiara,stock,PASS,717.116,51593,36753,203
abundant,oss,lazymop,serial,lexburner-consistent-hash-algorithm,native,PASS,52.332,693,161,2
abundant,oss,lazymop,serial,lexburner-consistent-hash-algorithm,stock,PASS,113.461,3366,2896,2
abundant,oss,lazymop,serial,lukfor-pgs-calc,native,PASS,468.542,50619,31292,1351
abundant,oss,lazymop,serial,lukfor-pgs-calc,stock,PASS,524.312,55888,35399,1374
abundant,oss,lazymop,serial,mastodon-sc-mastodon,native,FAIL,247.039,94944,90270,0
abundant,oss,lazymop,serial,mastodon-sc-mastodon,stock,FAIL,278.248,94874,73403,0
abundant,oss,lazymop,serial,mocnik-science-geogrid,native,PASS,95.405,12578,7954,0
abundant,oss,lazymop,serial,mocnik-science-geogrid,stock,PASS,102.977,13774,9403,1
abundant,oss,lazymop,serial,myui-btree4j,native,PASS,116.592,1657,1455,0
abundant,oss,lazymop,serial,myui-btree4j,stock,PASS,155.213,1917,1464,0
abundant,oss,lazymop,serial,palatable-lambda,native,FAIL,390.110,29100,17008,314
abundant,oss,lazymop,serial,palatable-lambda,stock,PASS,440.811,31335,19042,314
abundant,oss,lazymop,serial,palindromicity-simple-syslog,native,PASS,33.352,686,152,11
abundant,oss,lazymop,serial,palindromicity-simple-syslog,stock,PASS,55.174,3162,2325,11
abundant,oss,lazymop,serial,renfei-ik-analyzer,native,PASS,61.071,2892,1906,7
abundant,oss,lazymop,serial,renfei-ik-analyzer,stock,PASS,165.938,8897,8056,7
abundant,oss,lazymop,serial,sbesada-java.math.expression.parser,native,PASS,188.015,625,91,0
abundant,oss,lazymop,serial,sbesada-java.math.expression.parser,stock,PASS,577.654,21275,18840,0
abundant,oss,lazymop,serial,simplenlg-simplenlg,native,PASS,80.799,1071,537,728
abundant,oss,lazymop,serial,simplenlg-simplenlg,stock,PASS,145.560,2961,2648,728
abundant,oss,lazymop,serial,solita-functional-utils,native,PASS,43.717,3449,2168,23
abundant,oss,lazymop,serial,solita-functional-utils,stock,PASS,45.210,3361,2192,23
abundant,oss,lazymop,serial,xspec-xspec-maven-plugin-1,native,PASS,289.567,12299,7901,2413
abundant,oss,lazymop,serial,xspec-xspec-maven-plugin-1,stock,PASS,418.620,19497,13770,2417
abundant,oss,lazymop,serial,ysc-word,native,PASS,361.423,3787,2424,85
abundant,oss,lazymop,serial,ysc-word,stock,PASS,511.303,4237,2643,85
abundant,oss,lazymop,serial,zhoujianling-PointCloudUtilities,native,PASS,197.527,20845,13279,258
abundant,oss,lazymop,serial,zhoujianling-PointCloudUtilities,stock,PASS,180.814,17404,11619,250
abundant,oss,valg,g1,Antibrumm-jackson-antpathfilter,native,PASS,58.985,4691,786,0
abundant,oss,valg,g1,Antibrumm-jackson-antpathfilter,stock,PASS,66.802,5135,3383,0
abundant,oss,valg,g1,ElectronicChartCentre-java-vector-tile,native,PASS,76.045,3952,1128,13
abundant,oss,valg,g1,ElectronicChartCentre-java-vector-tile,stock,PASS,94.190,3585,1508,13
abundant,oss,valg,g1,MezereonXP-AnomalyDetectTool,native,PASS,52.226,2767,896,0
abundant,oss,valg,g1,MezereonXP-AnomalyDetectTool,stock,PASS,51.561,1829,189,0
abundant,oss,valg,g1,PeterisP-morphology,native,PASS,348.124,6011,2852,2
abundant,oss,valg,g1,PeterisP-morphology,stock,PASS,381.197,18661,14416,2
abundant,oss,valg,g1,StarlangSoftware-TurkishPropBank,native,PASS,22.343,2078,496,0
abundant,oss,valg,g1,StarlangSoftware-TurkishPropBank,stock,PASS,21.232,1859,283,0
abundant,oss,valg,g1,StarlangSoftware-TurkishSentiNet,native,PASS,22.532,2601,191,0
abundant,oss,valg,g1,StarlangSoftware-TurkishSentiNet,stock,PASS,24.128,2732,172,0
abundant,oss,valg,g1,StarlangSoftware-TurkishWordNet,native,PASS,673.978,21466,8600,0
abundant,oss,valg,g1,StarlangSoftware-TurkishWordNet,stock,PASS,693.773,11598,3526,0
abundant,oss,valg,g1,Sweetiee-yi-Jaba,native,PASS,79.065,5368,2602,2
abundant,oss,valg,g1,Sweetiee-yi-Jaba,stock,PASS,102.207,13094,10598,2
